ClassNumber,Mnemonic,Number,Section,Title
19767,GBUS,8453,2,Entrepreneurial Finance and Private Equity
19847,GBUS,8453,3,Entrepreneurial Finance and Private Equity
21512,GBUS,8453,4,Entrepreneurial Finance and Private Equity
19770,GBUS,8464,1,Hot Topics in Marketing
19756,GBUS,8465,1,Mgmt Planning & Control Sys
19921,GBUS,8481,1,Global Industry Economics
19923,GBUS,8496,1,Data Science in Business
19950,GBUS,8496,2,Data Science in Business
19798,GBUS,8500,2,Special Topics Seminar
19816,GBUS,8500,3,Special Topics Seminar
19855,GBUS,8500,4,Special Topics Seminar
19872,GBUS,8500,5,Special Topics Seminar
19952,GBUS,8500,13,Special Topics Seminar
19954,GBUS,8500,15,Special Topics Seminar
19974,GBUS,8500,16,Special Topics Seminar
19963,GBUS,8500,19,Special Topics Seminar
21530,GBUS,8500,24,Special Topics Seminar
21542,GBUS,8500,25,Special Topics Seminar
21545,GBUS,8509,1,Tactical Topics for Entrepreneurship Through Acquisition
19794,GBUS,8520,1,Darden Capital Management
20900,GBUS,8530,EXE,Global Immersion
21529,GBUS,8535,1,Growth and Business in Emerging Markets
19895,GBUS,8626,1,Global Economics of Water
19961,GBUS,8627,1,Understanding the Nonprofit Sector
19810,GBUS,8630,1,Marketing Analytics
19917,GBUS,8632,1,Software Design
19934,GBUS,8634,1,Interviewing Experiential Field-Based Elective (Part 1)
21525,GBUS,8636,1,Digital Product Management
19859,GBUS,8699,1,Darden Consulting Projects
19860,GBUS,8699,2,Darden Consulting Projects
19863,GBUS,8700,2,Darden Venturing Project
19937,GBUS,8750,1,Managerial Psychology
19730,GBUS,8800,1,Operations Strategy
19733,GBUS,8870,1,Strategy Seminar
19749,GBUS,8870,2,Strategy Seminar
19849,GBUS,8930,CHO,Negotiations
19789,GBUS,8930,ROS,Negotiations
19759,GBUS,8930,1,Negotiations
19760,GBUS,8930,3,Negotiations
19857,GBUS,8999,1,Darden Independent Study
19858,GBUS,8999,2,Darden Independent Study
19865,GBUS,8999,3,Darden Independent Study
19866,GBUS,8999,5,Darden Independent Study
19867,GBUS,8999,6,Darden Independent Study
19886,GBUS,8999,7,Darden Independent Study
19887,GBUS,8999,8,Darden Independent Study
19888,GBUS,8999,9,Darden Independent Study
19889,GBUS,8999,10,Darden Independent Study
22482,GBUS,8999,11,Darden Independent Study
22505,GBUS,8999,12,Darden Independent Study
22507,GBUS,8999,13,Darden Independent Study
19736,GBUS,9999,1,"Non-Topical Research, Doctoral"
19883,GBUS,9999,2,"Non-Topical Research, Doctoral"
19956,GBUS,9999,3,"Non-Topical Research, Doctoral"
17604,GCNL,5020,1,Principles of Pharmacology
17526,GCNL,5110,1,Clinical Practice & Decision-Making: Nursing Care of Adults & Older Adults
17571,GCNL,5110,100,Clinical Practice & Decision-Making: Nursing Care of Adults & Older Adults
17569,GCNL,5110,101,Clinical Practice & Decision-Making: Nursing Care of Adults & Older Adults
17570,GCNL,5110,102,Clinical Practice & Decision-Making: Nursing Care of Adults & Older Adults
17586,GCNL,5110,103,Clinical Practice & Decision-Making: Nursing Care of Adults & Older Adults
17592,GCNL,5110,104,Clinical Practice & Decision-Making: Nursing Care of Adults & Older Adults
17675,GCNL,5110,105,Clinical Practice & Decision-Making: Nursing Care of Adults & Older Adults
17676,GCNL,5110,106,Clinical Practice & Decision-Making: Nursing Care of Adults & Older Adults
17527,GCNL,5160,1,Clin Prac & Decision-Making: Nursing Care of Persons w/ Psychiatric Illness
17584,GCNL,5160,100,Clin Prac & Decision-Making: Nursing Care of Persons w/ Psychiatric Illness
17580,GCNL,5160,101,Clin Prac & Decision-Making: Nursing Care of Persons w/ Psychiatric Illness
17581,GCNL,5160,102,Clin Prac & Decision-Making: Nursing Care of Persons w/ Psychiatric Illness
17582,GCNL,5160,103,Clin Prac & Decision-Making: Nursing Care of Persons w/ Psychiatric Illness
17583,GCNL,5160,104,Clin Prac & Decision-Making: Nursing Care of Persons w/ Psychiatric Illness
17677,GCNL,5160,105,Clin Prac & Decision-Making: Nursing Care of Persons w/ Psychiatric Illness
17678,GCNL,5160,106,Clin Prac & Decision-Making: Nursing Care of Persons w/ Psychiatric Illness
17573,GCNL,5180,1,Clinical Practice & Decision-Making: Synthesis Practicum
17585,GCNL,5180,100,Clinical Practice & Decision-Making: Synthesis Practicum
17574,GCNL,5180,101,Clinical Practice & Decision-Making: Synthesis Practicum
17578,GCNL,5180,102,Clinical Practice & Decision-Making: Synthesis Practicum
17579,GCNL,5180,103,Clinical Practice & Decision-Making: Synthesis Practicum
17588,GCNL,5180,104,Clinical Practice & Decision-Making: Synthesis Practicum
17606,GCNL,5180,105,Clinical Practice & Decision-Making: Synthesis Practicum
17525,GCNL,5210,1,Introduction to Nursing Leadership and the Healthcare System
17577,GCNL,5240,1,Leadership Seminar
15111,GCOM,7005,1,Introduction to Consulting and Advisory Thinking
15112,GCOM,7005,2,Introduction to Consulting and Advisory Thinking
15051,GCOM,7010,1,Global Strategy and Systems
15060,GCOM,7010,2,Global Strategy and Systems
15053,GCOM,7020,1,Strategic Cost Management
15061,GCOM,7020,2,Strategic Cost Management
15054,GCOM,7030,1,Financial Accounting
15062,GCOM,7030,2,Financial Accounting
15055,GCOM,7040,1,Marketing and Quantitative Analysis
15063,GCOM,7040,2,Marketing and Quantitative Analysis
15056,GCOM,7050,1,Organizational Behavior
15064,GCOM,7050,2,Organizational Behavior
15057,GCOM,7060,1,Financial Management
15065,GCOM,7060,2,Financial Management
15115,GCOM,7060,3,Financial Management
15116,GCOM,7210,1,Introduction to Business Analytics
15113,GCOM,7250,1,Project Management
15107,GCOM,7320,1,Accounting Policy
15108,GCOM,7320,2,Accounting Policy
15144,GCOM,7342,1,Judgment and Decision Making in Accounting
20598,GCOM,7371,1,Financial Statement Analysis and Valuation
15129,GCOM,7380,1,Data Management and Analytics for Accountants
15130,GCOM,7380,2,Data Management and Analytics for Accountants
15067,GCOM,7400,1,Leading for Success in the Accounting Profession
15050,GCOM,7430,1,Taxation of Partnerships and Flow Through Entities
15147,GCOM,7520,2,Topics in Information Technology
15109,GCOM,7641,1,Communicating Effectively as Accounting Professionals
15110,GCOM,7641,2,Communicating Effectively as Accounting Professionals
15124,GCOM,7650,1,International Corporate Governance & Strategy
15125,GCOM,7651,1,Strategic Leadership
15126,GCOM,7652,1,Analysis for Decision-Making in a Global Context
15127,GCOM,7653,1,Doing Business: US
15128,GCOM,7654,1,Researching & Writing a Global Business Thesis I
15149,GCOM,7655,1,Global Market Research & Analytics
15114,GCOM,7710,1,Corporate Valuation and Financing
21503,GCOM,7760,1,Real Estate Investments and Analysis
15075,GCOM,7790,1,Enterprise Architecture
15076,GCOM,7790,2,Enterprise Architecture
15077,GCOM,7800,1,Advanced Enterprise Architecture
15078,GCOM,7800,2,Advanced Enterprise Architecture
15079,GCOM,7830,1,IT Project Management
15080,GCOM,7830,2,IT Project Management
15094,GCOM,7832,1,International IT Project Retrospectives
10990,GDS,3010,1,"Global Development, Theories and Case Studies, Part One"
12039,GDS,3020,1,"Global Development, Theories and Case Studies, Part Two"
11011,GDS,3100,1,Development on the Ground
20071,GDS,3110,1,Engaged Learning for Global/Local Development
11944,GDS,4951,1,University Museums Internship
11847,GDS,4993,1,Independent Study
13914,GDS,4993,5,Independent Study
10303,GERM,1010,1,Elementary German
10302,GERM,1010,2,Elementary German
10305,GERM,1010,3,Elementary German
10304,GERM,1010,4,Elementary German
10307,GERM,1020,1,Elementary German
10306,GERM,1020,2,Elementary German
10308,GERM,2010,1,Intermediate German
10310,GERM,2010,2,Intermediate German
10309,GERM,2010,3,Intermediate German
10311,GERM,2010,4,Intermediate German
22015,GERM,2020,1,Intermediate German
10312,GERM,2020,2,Intermediate German
12284,GERM,3000,2,Grammar in Use
10313,GERM,3010,1,Texts and Interpretations
10314,GERM,3110,1,Survey of Literature II
10315,GERM,3230,1,Intermediate Composition and Conversation I
12866,GERM,3250,1,German for Professionals
10316,GERM,3290,1,Conversation
13877,GERM,3510,1,Topics in German Culture
19425,GERM,3559,1,New Course in German
10317,GERM,8998,1,"Non-Topical Research, Preparation for Research"
11848,GERM,8998,2,"Non-Topical Research, Preparation for Research"
10318,GERM,8999,1,Non-Topical Research
11849,GERM,8999,2,Non-Topical Research
10319,GERM,9998,1,"Non-Topical Research, Preparation for Doctoral Research"
11064,GERM,9998,2,"Non-Topical Research, Preparation for Doctoral Research"
10320,GERM,9999,1,Non-Topical Research
11538,GERM,9999,2,Non-Topical Research
11539,GERM,9999,3,Non-Topical Research
11541,GERM,9999,5,Non-Topical Research
13876,GETR,3505,1,"History and Fiction, Topics"
19432,GETR,3566,1,Topics in film
13605,GETR,3590,1,Course(s) in English
13606,GETR,3590,3,Course(s) in English
19435,GETR,3590,5,Course(s) in English
19436,GETR,3590,6,Course(s) in English
20314,GETR,3590,7,Course(s) in English
12147,GETR,3692,1,The Holocaust
13157,GETR,3692,2,The Holocaust
17734,GNUR,5003,1,Complementary and Alternative Practices and Products
17737,GNUR,5009,1,Foundations of Medical Yoga for Health Professionals
17738,GNUR,5009,101,Foundations of Medical Yoga for Health Professionals
17666,GNUR,5010,1,Introduction to Telehealth
17667,GNUR,5010,101,Introduction to Telehealth
19653,GNUR,5022,1,The Science of Lactation and Infant Feeding
17743,GNUR,5240,1,Ethics and Clinical Practice
17575,GNUR,5270,1,Care Environment Management II
17662,GNUR,5390,1,Introduction to the U.S. Health Care System
21358,GNUR,5410,1,Theory and Evidence-Based Practice
21543,GNUR,5410,2,Theory and Evidence-Based Practice
20331,GNUR,5559,1,New Course in Graduate Nursing
17531,GNUR,6010,1,Advanced Pathophysiology
17529,GNUR,6031,1,Roles for Advanced Practice Nursing
17744,GNUR,6050,1,Theoretical Foundations of Nursing
21892,GNUR,6050,2,Theoretical Foundations of Nursing
17532,GNUR,6052,1,Epidemiology and World Health
17774,GNUR,6054,1,Research and Biostatistical Processes for Health Care
17664,GNUR,6054,2,Research and Biostatistical Processes for Health Care
19654,GNUR,6056,1,Health Policy: Local to Global
17528,GNUR,6058,1,"Nursing, Ethics, and the Larger Healthcare Arena"
17533,GNUR,6251,1,Biological Basis of Mental Health and Mental Illness
17549,GNUR,6310,1,AG-AC Seminar I
17733,GNUR,6455,1,Finance & Resource Management
20332,GNUR,6559,1,New Course in Graduate Nursing
17751,GNUR,6630,1,Women and Children Primary Care Practicum
19655,GNUR,6632,1,PNP-AC Seminar II: Diagnosis and Management of Pediatric Illness
19656,GNUR,6635,1,PNP-AC Practicum II
17750,GNUR,6641,101,FNP Seminar I
19998,GNUR,6643,1,FNP Practicum I
19999,GNUR,6643,101,FNP Practicum I
20000,GNUR,6643,102,FNP Practicum I
20001,GNUR,6643,103,FNP Practicum I
20002,GNUR,6643,104,FNP Practicum I
20003,GNUR,6643,105,FNP Practicum I
17748,GNUR,6651,1,PNP-PC Seminar I
17759,GNUR,6653,1,PNP-PC Practicum I
17765,GNUR,6653,102,PNP-PC Practicum I
17739,GNUR,6730,1,"Genetics, Embryology and Developmental Physiology"
17536,GNUR,6993,1,Independent Master's Study
17767,GNUR,6993,2,Independent Master's Study
22398,GNUR,6993,3,Independent Master's Study
17534,GNUR,7251,1,PMHNP Practicum I
17535,GNUR,7254,1,PMHNP Practicum II
17593,GNUR,7311,1,AG ACCNS Practicum I
17594,GNUR,7311,101,AG ACCNS Practicum I
17572,GNUR,7312,1,AG ACNP Practicum I
17619,GNUR,7312,101,AG ACNP Practicum I
17538,GNUR,8210,1,Scientific Progress in Nursing
17656,GNUR,8220,1,Philosophy of Science and Development of Nursing Knowledge
17623,GNUR,8230,1,Historical Inquiry in Nursing
17665,GNUR,8240,1,DNP Seminar
17745,GNUR,8250,1,Applied Statistics for Clinical Practice
17630,GNUR,8410,1,Proposal Writing Seminar I
17659,GNUR,8420,1,Proposal Writing Seminar II
22010,GNUR,8420,2,Proposal Writing Seminar II
17740,GNUR,8440,1,Preparing an Institutional Review Board Protocol
17540,GNUR,8610,1,Health Promotion and Population Health
17537,GNUR,8650,1,Managing Information Technology
22375,GNUR,8993,1,Independent Study
17551,GNUR,8998,1,Masters Research
17776,GNUR,8998,2,Masters Research
17777,GNUR,8998,3,Masters Research
17778,GNUR,8998,4,Masters Research
17539,GNUR,9020,1,Selected Topics
17622,GNUR,9030,1,Essentials of Scholarly Writing at the Doctoral Level
17669,GNUR,9035,1,Introduction to Health Science Scholarship
17545,GNUR,9110,1,Research Practicum I
17671,GNUR,9110,2,Research Practicum I
17672,GNUR,9110,3,Research Practicum I
17720,GNUR,9110,4,Research Practicum I
17722,GNUR,9110,5,Research Practicum I
17723,GNUR,9110,6,Research Practicum I
17724,GNUR,9110,7,Research Practicum I
17725,GNUR,9110,8,Research Practicum I
17768,GNUR,9110,10,Research Practicum I
17543,GNUR,9610,1,DNP Practicum I: Development of the Scholary Practice Project Proposal
22245,GNUR,9610,2,DNP Practicum I: Development of the Scholary Practice Project Proposal
22489,GNUR,9610,3,DNP Practicum I: Development of the Scholary Practice Project Proposal
17544,GNUR,9620,1,DNP Practicum II: Implementation of the Scholarly Practice Project
21746,GNUR,9890,1,Dissertation Seminar
17718,GNUR,9997,1,DNP Research
17546,GNUR,9998,DNP,Doctoral Research
17552,GNUR,9998,PHD,Doctoral Research
17547,GNUR,9999,1,Dissertation Research
17553,GNUR,9999,2,Dissertation Research
17554,GNUR,9999,3,Dissertation Research
17555,GNUR,9999,4,Dissertation Research
17556,GNUR,9999,5,Dissertation Research
17557,GNUR,9999,6,Dissertation Research
17564,GNUR,9999,7,Dissertation Research
17565,GNUR,9999,8,Dissertation Research
17566,GNUR,9999,9,Dissertation Research
17567,GNUR,9999,10,Dissertation Research
17568,GNUR,9999,11,Dissertation Research
17708,GNUR,9999,12,Dissertation Research
17709,GNUR,9999,13,Dissertation Research
17710,GNUR,9999,14,Dissertation Research
17711,GNUR,9999,15,Dissertation Research
17712,GNUR,9999,16,Dissertation Research
17713,GNUR,9999,17,Dissertation Research
17714,GNUR,9999,18,Dissertation Research
17715,GNUR,9999,19,Dissertation Research
17716,GNUR,9999,20,Dissertation Research
17717,GNUR,9999,21,Dissertation Research
10322,GREE,1010,100,Elementary Greek
10323,GREE,1010,101,Elementary Greek
10324,GREE,1010,102,Elementary Greek
10325,GREE,2010,1,Intermediate Greek I
18274,GREE,3010,1,Advanced Reading in Greek
13969,GREE,4998,1,Greek Distinguished Majors Thesis Research
18275,GREE,5559,1,New Course in Greek
18276,GREE,5559,2,New Course in Greek
21330,GREE,5993,1,Independent Study
10327,GREE,8998,1,"Non-Topical Research, Preparation for Research"
10328,GREE,9998,1,"Non-Topical Research, Preparation for Doctoral Research"
11555,GREE,9999,2,Non-Topical Research
14384,GREE,9999,3,Non-Topical Research
21238,GREE,9999,4,Non-Topical Research
13890,GSGS,3116,1,Social Movements and Development
18171,GSGS,3559,1,New Course in Global Studies
18172,GSGS,3559,2,New Course in Global Studies
13833,GSMS,3010,1,The Global in Situ: Perspectives from the Middle East and South Asia
12663,GSSJ,3010,1,Global Issues of Security and Justice
18173,GSSJ,4559,1,New Seminar in Global Security and Justice
12557,GSSJ,4993,1,Independent Study
18515,GSVS,2050,1,Sustainable Energy Systems
18174,GSVS,2150,1,Global Sustainability
20478,GSVS,3559,1,New Course in Global Environments and Sustainability
14523,GSVS,4993,4,Independent Study in Environments and Sustainability
14536,GSVS,4993,5,Independent Study in Environments and Sustainability
10821,HBIO,4810,1,Capstone Seminar in Human Biology I
10329,HBIO,4950,1,Independent Research for Human Biology
10330,HBIO,4998,1,Thesis Research in Human Biology I
10331,HEBR,1010,1,Introduction to Modern Hebrew I
10987,HEBR,1410,1,Elementary Classical Hebrew I
11946,HEBR,2010,1,Intermediate Modern Hebrew
10988,HEBR,2410,1,Intermediate Classical Hebrew I
10332,HEBR,3010,1,Advanced Modern Hebrew I
10333,HEBR,4993,1,Independent Study in Hebrew
12560,HEBR,8993,1,Independent Study in Hebrew
13933,HIAF,1501,1,Introductory Seminar in African History
12655,HIAF,2001,100,Early African History
12656,HIAF,2001,101,Early African History
12657,HIAF,2001,102,Early African History
12658,HIAF,2001,103,Early African History
13762,HIAF,3021,1,History of Southern Africa
21725,HIAF,3051,1,West African History
13340,HIAF,4511,1,Colloquium in African History
11857,HIEA,1501,1,Introductory Seminar in East Asian History
12871,HIEA,2011,1,History of Chinese Civilization
12032,HIEA,2031,100,Modern China
12033,HIEA,2031,101,Modern China
12034,HIEA,2031,102,Modern China
12035,HIEA,2031,103,Modern China
12036,HIEA,2031,104,Modern China
12037,HIEA,2031,105,Modern China
12038,HIEA,2031,106,Modern China
12689,HIEA,2031,107,Modern China
12690,HIEA,2031,108,Modern China
12691,HIEA,2031,109,Modern China
17888,HIEA,3323,1,China and the United States
18380,HIEA,4501,1,Seminar in East Asian History
18364,HIEA,5050,1,International History of East Asia
21587,HIEU,1502,1,Introductory Seminar in Post-1700 European History
10335,HIEU,2031,100,Ancient Greece
12569,HIEU,2031,101,Ancient Greece
12570,HIEU,2031,102,Ancient Greece
12571,HIEU,2031,103,Ancient Greece
12572,HIEU,2031,104,Ancient Greece
12573,HIEU,2031,105,Ancient Greece
12574,HIEU,2031,106,Ancient Greece
17889,HIEU,2061,100,The Birth of Europe
17890,HIEU,2061,101,The Birth of Europe
17891,HIEU,2061,102,The Birth of Europe
17892,HIEU,2061,103,The Birth of Europe
17893,HIEU,2061,104,The Birth of Europe
17894,HIEU,2061,105,The Birth of Europe
17895,HIEU,2061,106,The Birth of Europe
17896,HIEU,2111,100,History of England to 1688
17898,HIEU,2111,101,History of England to 1688
17899,HIEU,2111,102,History of England to 1688
17900,HIEU,2111,103,History of England to 1688
17901,HIEU,2111,104,History of England to 1688
17902,HIEU,2111,105,History of England to 1688
17903,HIEU,2111,106,History of England to 1688
12319,HIEU,2152,1,History of the Russian Empire 1700-1917
20023,HIEU,2559,1,New Course in European History
12143,HIEU,3321,1,"The Scientific Revolution, 1450-1700"
12320,HIEU,3352,100,Modern German History
13336,HIEU,3352,101,Modern German History
13337,HIEU,3352,102,Modern German History
13338,HIEU,3352,103,Modern German History
13875,HIEU,3505,1,"History and Fiction, Topics"
20195,HIEU,3559,1,New Course in European History
19430,HIEU,3604,1,The Holocaust on Film
13086,HIEU,3692,1,The Holocaust
13158,HIEU,3692,2,The Holocaust
13350,HIEU,3802,1,Origins of Contemporary Thought
17905,HIEU,4501,1,Seminar in Pre-1700 European History
20021,HIEU,4501,2,Seminar in Pre-1700 European History
13682,HIEU,4502,1,Seminar in Post-1700 European History
13683,HIEU,4502,2,Seminar in Post-1700 European History
17907,HIEU,5031,1,Greece in the Fourth Century
17908,HIEU,5062,1,Philosophy and Theory of History
21407,HIEU,5352,1,The British Economy Since 1850
12804,HIEU,9030,1,Tutorial in the History of Early Modern Europe
12766,HIME,2001,100,"History of the Middle East and North Africa, C 500-1500"
13686,HIME,2001,101,"History of the Middle East and North Africa, C 500-1500"
13687,HIME,2001,102,"History of the Middle East and North Africa, C 500-1500"
13688,HIME,2001,103,"History of the Middle East and North Africa, C 500-1500"
20896,HIME,9026,1,Minorities in the Middle East
22330,HIME,9028,1,Legal History of Piracy
10337,HIND,1010,1,Elementary Hindi-Urdu
17808,HIND,1010,2,Elementary Hindi-Urdu
10338,HIND,2010,1,Intermediate Hindi
10339,HIND,3010,1,Advanced Hindi Readings I
10340,HIND,4993,1,Independent Study in Hindi
10341,HIND,5010,1,Advanced Hindi I
12659,HISA,1501,1,Introductory Seminar in South Asia
17925,HISA,1501,2,Introductory Seminar in South Asia
17926,HISA,2002,1,History and Civilization of Medieval India
17927,HISA,2003,1,History of Modern India
21737,HISA,7559,1,New Course in South Asian Studies
18361,HIST,1501,1,Introductory Seminar in History
18389,HIST,1501,2,Introductory Seminar in History
18390,HIST,1501,3,Introductory Seminar in History
12435,HIST,2002,100,The Modern World: Global History since 1760
17936,HIST,2002,101,The Modern World: Global History since 1760
17937,HIST,2002,102,The Modern World: Global History since 1760
17938,HIST,2002,103,The Modern World: Global History since 1760
17939,HIST,2002,104,The Modern World: Global History since 1760
17940,HIST,2002,105,The Modern World: Global History since 1760
17941,HIST,2002,106,The Modern World: Global History since 1760
20307,HIST,2214,100,The Cold War
20308,HIST,2214,101,The Cold War
20309,HIST,2214,102,The Cold War
20310,HIST,2214,103,The Cold War
18370,HIST,2559,1,New Course in General History
18373,HIST,2559,2,New Course in General History
17966,HIST,3281,100,Genocide
17968,HIST,3281,101,Genocide
17969,HIST,3281,102,Genocide
17970,HIST,3281,103,Genocide
17971,HIST,3281,104,Genocide
17972,HIST,3281,105,Genocide
17973,HIST,3281,106,Genocide
18360,HIST,3559,1,New Course in General History
10822,HIST,4890,1,Distinguished Majors Program-Special Colloquium
10883,HIST,4990,1,Distinguished Majors Program-Special Seminar
18381,HIST,5130,1,Global Legal History
20473,HIST,5559,1,New Course in General History
22345,HIST,5621,1,Genocide
12473,HIST,7001,1,Approaches to Historical Study
10343,HIST,8998,1,"Non-Topical Research, Preparation for Research"
12004,HIST,8998,2,"Non-Topical Research, Preparation for Research"
12139,HIST,8998,3,"Non-Topical Research, Preparation for Research"
12771,HIST,8998,4,"Non-Topical Research, Preparation for Research"
13210,HIST,8998,5,"Non-Topical Research, Preparation for Research"
13211,HIST,8998,6,"Non-Topical Research, Preparation for Research"
13212,HIST,8998,7,"Non-Topical Research, Preparation for Research"
13216,HIST,8998,8,"Non-Topical Research, Preparation for Research"
13223,HIST,8998,9,"Non-Topical Research, Preparation for Research"
13236,HIST,8998,10,"Non-Topical Research, Preparation for Research"
11199,HIST,8999,2,Non-Topical Research
11388,HIST,8999,3,Non-Topical Research
11506,HIST,8999,4,Non-Topical Research
11507,HIST,8999,5,Non-Topical Research
11508,HIST,8999,6,Non-Topical Research
11509,HIST,8999,8,Non-Topical Research
12840,HIST,8999,9,Non-Topical Research
11510,HIST,8999,17,Non-Topical Research
11511,HIST,8999,18,Non-Topical Research
11512,HIST,8999,19,Non-Topical Research
11513,HIST,8999,23,Non-Topical Research
11514,HIST,8999,24,Non-Topical Research
11515,HIST,8999,28,Non-Topical Research
11516,HIST,8999,29,Non-Topical Research
11517,HIST,8999,31,Non-Topical Research
11518,HIST,8999,32,Non-Topical Research
11519,HIST,8999,33,Non-Topical Research
11520,HIST,8999,35,Non-Topical Research
11521,HIST,8999,36,Non-Topical Research
11522,HIST,8999,37,Non-Topical Research
11523,HIST,8999,38,Non-Topical Research
11524,HIST,8999,39,Non-Topical Research
11858,HIST,8999,40,Non-Topical Research
11995,HIST,8999,41,Non-Topical Research
11997,HIST,8999,42,Non-Topical Research
22210,HIST,9960,1,Readings in History
22401,HIST,9960,2,Readings in History
11979,HIST,9960,4,Readings in History
22241,HIST,9960,10,Readings in History
22400,HIST,9961,5,Supervised Reading and Tutorial
22402,HIST,9961,6,Supervised Reading and Tutorial
12540,HIST,9961,10,Supervised Reading and Tutorial
12548,HIST,9961,11,Supervised Reading and Tutorial
21801,HIST,9961,12,Supervised Reading and Tutorial
22185,HIST,9964,1,Master's Essay Revision
13215,HIST,9964,4,Master's Essay Revision
22370,HIST,9964,8,Master's Essay Revision
14429,HIST,9964,9,Master's Essay Revision
22188,HIST,9998,1,"Non-Topical Research, Preparation for Doctoral Research"
11102,HIST,9998,3,"Non-Topical Research, Preparation for Doctoral Research"
11103,HIST,9998,4,"Non-Topical Research, Preparation for Doctoral Research"
11104,HIST,9998,6,"Non-Topical Research, Preparation for Doctoral Research"
11105,HIST,9998,7,"Non-Topical Research, Preparation for Doctoral Research"
11549,HIST,9998,8,"Non-Topical Research, Preparation for Doctoral Research"
11754,HIST,9998,9,"Non-Topical Research, Preparation for Doctoral Research"
11805,HIST,9998,10,"Non-Topical Research, Preparation for Doctoral Research"
11984,HIST,9998,12,"Non-Topical Research, Preparation for Doctoral Research"
11987,HIST,9998,13,"Non-Topical Research, Preparation for Doctoral Research"
11996,HIST,9999,2,Non-Topical Research
11116,HIST,9999,3,Non-Topical Research
22166,HIST,9999,4,Non-Topical Research
22343,HIST,9999,5,Non-Topical Research
11117,HIST,9999,9,Non-Topical Research
11118,HIST,9999,10,Non-Topical Research
11119,HIST,9999,12,Non-Topical Research
11120,HIST,9999,13,Non-Topical Research
11121,HIST,9999,14,Non-Topical Research
11122,HIST,9999,15,Non-Topical Research
11196,HIST,9999,16,Non-Topical Research
11197,HIST,9999,17,Non-Topical Research
11441,HIST,9999,18,Non-Topical Research
11525,HIST,9999,19,Non-Topical Research
11526,HIST,9999,22,Non-Topical Research
11527,HIST,9999,23,Non-Topical Research
11528,HIST,9999,24,Non-Topical Research
11529,HIST,9999,25,Non-Topical Research
11530,HIST,9999,26,Non-Topical Research
11531,HIST,9999,28,Non-Topical Research
11532,HIST,9999,29,Non-Topical Research
11533,HIST,9999,30,Non-Topical Research
11534,HIST,9999,31,Non-Topical Research
11535,HIST,9999,33,Non-Topical Research
11542,HIST,9999,34,Non-Topical Research
11543,HIST,9999,36,Non-Topical Research
11544,HIST,9999,38,Non-Topical Research
11545,HIST,9999,39,Non-Topical Research
11546,HIST,9999,40,Non-Topical Research
11547,HIST,9999,41,Non-Topical Research
11789,HIST,9999,42,Non-Topical Research
11806,HIST,9999,43,Non-Topical Research
11807,HIST,9999,44,Non-Topical Research
11970,HIST,9999,45,Non-Topical Research
21813,HIST,9999,46,Non-Topical Research
12879,HIUS,1501,1,Introductory Seminar in U.S. History
10344,HIUS,2001,100,American History to 1865
10345,HIUS,2001,101,American History to 1865
10346,HIUS,2001,102,American History to 1865
13362,HIUS,2001,103,American History to 1865
20311,HIUS,2003,1,Slavery and Freedom at UVA and in Virginia: History and Legacies
13041,HIUS,2052,100,America and War Since 1900
13128,HIUS,2052,101,America and War Since 1900
13365,HIUS,2052,102,America and War Since 1900
13366,HIUS,2052,103,America and War Since 1900
18349,HIUS,2052,104,America and War Since 1900
18350,HIUS,2052,105,America and War Since 1900
18351,HIUS,2052,106,America and War Since 1900
19328,HIUS,2061,1,American Economic History
18375,HIUS,2559,1,New Course in United States History
18352,HIUS,3011,100,The Colonial Period of American History
18353,HIUS,3011,101,The Colonial Period of American History
18354,HIUS,3011,102,The Colonial Period of American History
18355,HIUS,3011,103,The Colonial Period of American History
12881,HIUS,3071,100,The Coming of the Civil War
12970,HIUS,3071,101,The Coming of the Civil War
12971,HIUS,3071,102,The Coming of the Civil War
12972,HIUS,3071,103,The Coming of the Civil War
12973,HIUS,3071,104,The Coming of the Civil War
12974,HIUS,3071,105,The Coming of the Civil War
12975,HIUS,3071,106,The Coming of the Civil War
12041,HIUS,3281,1,Virginia History to 1900
18369,HIUS,3490,1,From Motown to Hip-Hop
21255,HIUS,3752,1,The History of Early American Law
19329,HIUS,3853,1,From Redlines to Subprime: Race and Real Estate in the US
13368,HIUS,4501,1,Seminar in United States History
18372,HIUS,4501,4,Seminar in United States History
18377,HIUS,4501,5,Seminar in United States History
10347,HIUS,4993,1,Independent Study in United States History
22174,HIUS,4993,2,Independent Study in United States History
22282,HIUS,4993,3,Independent Study in United States History
18378,HIUS,5559,1,New Course in United States History
17974,HIUS,7031,1,Colonial British America
21625,HIUS,7559,1,New Course in United States History
21698,HIUS,7559,2,New Course in United States History
21786,HIUS,7559,3,New Course in United States History
22018,HIUS,9559,1,New Course in United States History
21275,HR,4020,701,Human Resource Management
21276,HR,4030,701,Organizational Change and Development
21277,HR,5020,701,Staffing and Career Management
21278,HR,5040,701,Organizational Performance Management
10823,HSCI,1010,1,College Science Scholar Seminar I
10947,IMP,4600,1,Echols Thesis
10948,IMP,4970,1,Interdisciplinary Thesis
12472,IMP,4970,2,Interdisciplinary Thesis
12836,IMP,4970,4,Interdisciplinary Thesis
12837,IMP,4970,5,Interdisciplinary Thesis
12838,IMP,4970,6,Interdisciplinary Thesis
