ClassNumber,Mnemonic,Number,Section,Title
10001,AAS,1010,100,Introduction to African-American and African Studies I
10004,AAS,1010,101,Introduction to African-American and African Studies I
10005,AAS,1010,102,Introduction to African-American and African Studies I
10002,AAS,1010,103,Introduction to African-American and African Studies I
10003,AAS,1010,104,Introduction to African-American and African Studies I
10006,AAS,1010,105,Introduction to African-American and African Studies I
10007,AAS,1010,106,Introduction to African-American and African Studies I
21505,AAS,1010,107,Introduction to African-American and African Studies I
21506,AAS,1010,108,Introduction to African-American and African Studies I
21507,AAS,1010,109,Introduction to African-American and African Studies I
21969,AAS,1010,110,Introduction to African-American and African Studies I
13052,AAS,2224,1,Black Femininities and Masculinities in the US Media
13908,AAS,2224,2,Black Femininities and Masculinities in the US Media
21444,AAS,2559,1,New Course in African and African American Studies
18108,AAS,2559,2,New Course in African and African American Studies
18109,AAS,2657,1,"Routes, Writing, Reggae"
18112,AAS,3300,1,Social Science Perspectives on African American and African Studies
20344,AAS,3500,1,Intermediate Seminar in African-American & African Studies
18114,AAS,3500,2,Intermediate Seminar in African-American & African Studies
18115,AAS,3500,3,Intermediate Seminar in African-American & African Studies
21875,AAS,3500,4,Intermediate Seminar in African-American & African Studies
21882,AAS,3500,5,Intermediate Seminar in African-American & African Studies
21883,AAS,3500,6,Intermediate Seminar in African-American & African Studies
18117,AAS,3645,1,Musical Fictions
18110,AAS,3749,1,Food and Meaning in Africa and the Diaspora
19531,AAS,3853,1,From Redlined to Subprime: Race and Real Estate in the U.S.
11711,AAS,4070,1,Directed Reading and Research
18119,AAS,4570,1,Advanced Research Seminar in African-American & African Studies
12670,AAS,4993,3,Independent Study
20467,AAS,5559,1,New Course in African and African American Studies
21258,ACCT,2010,701,Introductory Accounting I
21261,ACCT,2020,701,Introductory Accounting II
21259,ACCT,3110,701,Intermediate Accounting I
21262,ACCT,3120,701,Intermediate Accounting II
21263,ACCT,3140,701,Cost Accounting
21265,ACCT,4450,701,Federal Taxation I
21260,ACCT,4700,701,Federal Accounting
21267,ACCT,5210,701,Introductory Auditing
21264,ACCT,5330,701,Accounting for Non-Business Organizations
21268,ACCT,5470,701,Forensic Accounting
14544,AIRS,100,1,Leadership Laboratory
14539,AIRS,1100,1,The Foundations of the U.S. Air Force
14540,AIRS,1100,2,The Foundations of the U.S. Air Force
14541,AIRS,2100,1,The Evolution of Air and Space Power
14542,AIRS,2100,2,The Evolution of Air and Space Power
14545,AIRS,3100,1,Concepts of Air Force Leadership and Management
14546,AIRS,3100,2,Concepts of Air Force Leadership and Management
14543,AIRS,4100,1,National Security Affairs/Preparation for Active Duty
14547,AIRS,4100,2,National Security Affairs/Preparation for Active Duty
14715,ALAR,8010,1,Research Studio 2
14726,ALAR,8010,2,Research Studio 2
14727,ALAR,8010,3,Research Studio 2
14728,ALAR,8010,4,Research Studio 2
14729,ALAR,8010,5,Research Studio 2
14738,ALAR,8010,6,Research Studio 2
14777,ALAR,8010,7,Research Studio 2
14782,ALAR,8010,8,Research Studio 2
14885,ALAR,8010,9,Research Studio 2
14958,ALAR,8010,10,Research Studio 2
14859,ALAR,8030,1,Design Studio 3
14860,ALAR,8030,2,Design Studio 3
14861,ALAR,8030,3,Design Studio 3
22479,ALAR,8030,4,Design Studio 3
21730,ALAR,8100,2,Thesis I
14767,ALAR,8999,1,Non-Topical Design Research-Masters
14851,ALAR,8999,2,Non-Topical Design Research-Masters
14880,ALAR,8999,3,Non-Topical Design Research-Masters
14947,ALAR,8999,5,Non-Topical Design Research-Masters
14969,ALAR,8999,6,Non-Topical Design Research-Masters
16416,AM,6020,1,Continuum Mechanics With Applications
10950,AMST,2001,100,Introduction to American Studies
12079,AMST,2001,101,Introduction to American Studies
12080,AMST,2001,102,Introduction to American Studies
20277,AMST,2001,103,Introduction to American Studies
20278,AMST,2001,104,Introduction to American Studies
12667,AMST,2001,105,Introduction to American Studies
12668,AMST,2001,106,Introduction to American Studies
20279,AMST,2001,107,Introduction to American Studies
20280,AMST,2001,108,Introduction to American Studies
12078,AMST,2001,109,Introduction to American Studies
12669,AMST,2001,110,Introduction to American Studies
20281,AMST,2001,111,Introduction to American Studies
20282,AMST,2001,112,Introduction to American Studies
17950,AMST,2321,1,Latinx Fiction and Film
17943,AMST,2559,1,New Course in American Studies
17958,AMST,2753,100,Arts and Cultures of the Slave South
18308,AMST,2753,101,Arts and Cultures of the Slave South
18309,AMST,2753,102,Arts and Cultures of the Slave South
18310,AMST,2753,103,Arts and Cultures of the Slave South
18311,AMST,2753,104,Arts and Cultures of the Slave South
18312,AMST,2753,105,Arts and Cultures of the Slave South
18313,AMST,2753,106,Arts and Cultures of the Slave South
13057,AMST,3001,2,Theories and Methods of American Studies
21249,AMST,3001,3,Theories and Methods of American Studies
19538,AMST,3221,1,Hands-On Public History
17945,AMST,3559,1,New Course in American Studies
17952,AMST,3559,2,New Course in American Studies
17954,AMST,3559,3,New Course in American Studies
19546,AMST,3880,100,Literature of the South
19547,AMST,3880,101,Literature of the South
19549,AMST,3880,103,Literature of the South
19550,AMST,3880,104,Literature of the South
19551,AMST,3880,105,Literature of the South
19552,AMST,3880,106,Literature of the South
19553,AMST,3880,107,Literature of the South
19554,AMST,3880,108,Literature of the South
19555,AMST,3880,109,Literature of the South
19556,AMST,3880,110,Literature of the South
17956,AMST,4500,1,Fourth-Year Seminar in American Studies
17961,AMST,4500,2,Fourth-Year Seminar in American Studies
19534,AMST,4500,3,Fourth-Year Seminar in American Studies
21250,AMST,4500,4,Fourth-Year Seminar in American Studies
13777,AMST,4998,3,Distinguished Majors Program Thesis Research
13778,AMST,4998,4,Distinguished Majors Program Thesis Research
13781,AMST,4998,8,Distinguished Majors Program Thesis Research
13782,AMST,4998,9,Distinguished Majors Program Thesis Research
13783,AMST,4998,10,Distinguished Majors Program Thesis Research
21705,AMST,4998,14,Distinguished Majors Program Thesis Research
21706,AMST,4998,15,Distinguished Majors Program Thesis Research
21707,AMST,4998,16,Distinguished Majors Program Thesis Research
10008,ANTH,1010,100,Introduction to Anthropology
17977,ANTH,1010,101,Introduction to Anthropology
17978,ANTH,1010,102,Introduction to Anthropology
17979,ANTH,1010,103,Introduction to Anthropology
17980,ANTH,1010,104,Introduction to Anthropology
17981,ANTH,1010,105,Introduction to Anthropology
17982,ANTH,1010,106,Introduction to Anthropology
17983,ANTH,1010,107,Introduction to Anthropology
17984,ANTH,1010,108,Introduction to Anthropology
17985,ANTH,1010,109,Introduction to Anthropology
18012,ANTH,2040,1,How to Do Ethnographic Field Research
10009,ANTH,2230,1,Fantasy and Social Values
13522,ANTH,2250,1,"Nationalism, Racism, Multiculturalism"
12485,ANTH,2280,100,Medical Anthropology
17989,ANTH,2280,101,Medical Anthropology
17990,ANTH,2280,102,Medical Anthropology
17991,ANTH,2280,103,Medical Anthropology
17992,ANTH,2280,104,Medical Anthropology
17993,ANTH,2280,105,Medical Anthropology
17994,ANTH,2280,106,Medical Anthropology
20335,ANTH,2280,107,Medical Anthropology
20336,ANTH,2280,108,Medical Anthropology
20337,ANTH,2280,109,Medical Anthropology
18005,ANTH,2285,1,Anthropology of Development and Humanitarianism
12988,ANTH,2400,100,Language and Culture
13539,ANTH,2400,101,Language and Culture
13540,ANTH,2400,102,Language and Culture
13541,ANTH,2400,103,Language and Culture
13542,ANTH,2400,104,Language and Culture
13543,ANTH,2400,105,Language and Culture
13544,ANTH,2400,106,Language and Culture
21666,ANTH,2400,107,Language and Culture
21667,ANTH,2400,108,Language and Culture
21668,ANTH,2400,109,Language and Culture
14312,ANTH,2430,100,Languages of the World
17995,ANTH,2430,101,Languages of the World
17996,ANTH,2430,102,Languages of the World
17997,ANTH,2430,103,Languages of the World
20459,ANTH,2589,100,Topics in Archaeology
17998,ANTH,2590,1,Social and Cultural Anthropology
10010,ANTH,2800,100,Introduction to Archaeology
13868,ANTH,2800,101,Introduction to Archaeology
13869,ANTH,2800,102,Introduction to Archaeology
13870,ANTH,2800,103,Introduction to Archaeology
10011,ANTH,3010,100,Theory and History of Anthropology
10012,ANTH,3152,1,Amazonian Peoples
10013,ANTH,3155,1,Anthropology of Everyday American Life
18009,ANTH,3240,1,The Anthropology of Food
20069,ANTH,3290,1,Biopolitics and the Contemporary Condition
18011,ANTH,3310,1,Controversies of Care in Contemporary Africa
12729,ANTH,3395,1,Mythodology
18014,ANTH,3470,1,Language and Culture in the Middle East
18016,ANTH,3559,1,New Course in Anthropology
18003,ANTH,4591,1,Senior Seminar in Anthropology
18004,ANTH,4591,2,Senior Seminar in Anthropology
10014,ANTH,4993,1,Independent Study in Anthropology
13246,ANTH,4993,28,Independent Study in Anthropology
20578,ANTH,4998,1,Distinguished Majors Thesis Research
14415,ANTH,4998,26,Distinguished Majors Thesis Research
18017,ANTH,5220,1,Economic Anthropology
19418,ANTH,5240,1,Relational Ethics
18018,ANTH,5425,1,Language Contact
18020,ANTH,5485,1,Discourse Analysis
18021,ANTH,5541,1,Topics in Linguistics
19422,ANTH,5549,1,Topics in Theoretical Linguistics and Linguistic Anthropology
19569,ANTH,5590,1,Topics in Social and Cultural Anthropology
18023,ANTH,5808,1,Method and Theory in Archaeology
18024,ANTH,5870,1,Archaeozoology
10766,ANTH,7010,1,History of Anthropological Theory
12326,ANTH,7060,1,Dissertation Research Proposal Workshop
12407,ANTH,7400,1,Linguistic Anthropology
18025,ANTH,7470,1,Language and Culture in the Middle East
21964,ANTH,7559,1,New Course in Anthropology
10015,ANTH,8998,1,"Non-Topical Research, Preparation for Research"
11717,ANTH,8998,3,"Non-Topical Research, Preparation for Research"
11718,ANTH,8998,4,"Non-Topical Research, Preparation for Research"
11719,ANTH,8998,5,"Non-Topical Research, Preparation for Research"
11720,ANTH,8998,6,"Non-Topical Research, Preparation for Research"
11721,ANTH,8998,7,"Non-Topical Research, Preparation for Research"
11722,ANTH,8998,8,"Non-Topical Research, Preparation for Research"
11723,ANTH,8998,9,"Non-Topical Research, Preparation for Research"
11724,ANTH,8998,10,"Non-Topical Research, Preparation for Research"
11725,ANTH,8998,11,"Non-Topical Research, Preparation for Research"
11726,ANTH,8998,12,"Non-Topical Research, Preparation for Research"
11727,ANTH,8998,14,"Non-Topical Research, Preparation for Research"
14496,ANTH,8998,15,"Non-Topical Research, Preparation for Research"
11728,ANTH,8998,16,"Non-Topical Research, Preparation for Research"
11729,ANTH,8998,18,"Non-Topical Research, Preparation for Research"
11730,ANTH,8998,20,"Non-Topical Research, Preparation for Research"
11731,ANTH,8998,21,"Non-Topical Research, Preparation for Research"
11732,ANTH,8998,22,"Non-Topical Research, Preparation for Research"
12301,ANTH,8998,23,"Non-Topical Research, Preparation for Research"
14497,ANTH,8998,24,"Non-Topical Research, Preparation for Research"
10016,ANTH,8999,1,Non-Topical Research
11325,ANTH,8999,2,Non-Topical Research
11326,ANTH,8999,3,Non-Topical Research
11327,ANTH,8999,6,Non-Topical Research
11328,ANTH,8999,7,Non-Topical Research
11329,ANTH,8999,8,Non-Topical Research
12127,ANTH,8999,9,Non-Topical Research
12302,ANTH,8999,10,Non-Topical Research
21972,ANTH,9010,1,Directed Readings
22252,ANTH,9010,2,Directed Readings
22285,ANTH,9010,4,Directed Readings
21629,ANTH,9010,20,Directed Readings
20577,ANTH,9050,2,Research Practicum
10017,ANTH,9998,1,"Non-Topical Research, Preparation for Doctoral Research"
11735,ANTH,9998,3,"Non-Topical Research, Preparation for Doctoral Research"
11736,ANTH,9998,4,"Non-Topical Research, Preparation for Doctoral Research"
11737,ANTH,9998,5,"Non-Topical Research, Preparation for Doctoral Research"
11738,ANTH,9998,6,"Non-Topical Research, Preparation for Doctoral Research"
11739,ANTH,9998,7,"Non-Topical Research, Preparation for Doctoral Research"
11740,ANTH,9998,8,"Non-Topical Research, Preparation for Doctoral Research"
11741,ANTH,9998,9,"Non-Topical Research, Preparation for Doctoral Research"
11742,ANTH,9998,10,"Non-Topical Research, Preparation for Doctoral Research"
11743,ANTH,9998,11,"Non-Topical Research, Preparation for Doctoral Research"
11744,ANTH,9998,12,"Non-Topical Research, Preparation for Doctoral Research"
11745,ANTH,9998,13,"Non-Topical Research, Preparation for Doctoral Research"
11746,ANTH,9998,14,"Non-Topical Research, Preparation for Doctoral Research"
11747,ANTH,9998,15,"Non-Topical Research, Preparation for Doctoral Research"
11748,ANTH,9998,16,"Non-Topical Research, Preparation for Doctoral Research"
11749,ANTH,9998,18,"Non-Topical Research, Preparation for Doctoral Research"
11750,ANTH,9998,20,"Non-Topical Research, Preparation for Doctoral Research"
11751,ANTH,9998,21,"Non-Topical Research, Preparation for Doctoral Research"
11752,ANTH,9998,22,"Non-Topical Research, Preparation for Doctoral Research"
11834,ANTH,9998,23,"Non-Topical Research, Preparation for Doctoral Research"
12300,ANTH,9998,25,"Non-Topical Research, Preparation for Doctoral Research"
10018,ANTH,9999,1,Non-Topical Research
11012,ANTH,9999,2,Non-Topical Research
11013,ANTH,9999,3,Non-Topical Research
11014,ANTH,9999,4,Non-Topical Research
11015,ANTH,9999,5,Non-Topical Research
11016,ANTH,9999,6,Non-Topical Research
11017,ANTH,9999,7,Non-Topical Research
11043,ANTH,9999,8,Non-Topical Research
11044,ANTH,9999,9,Non-Topical Research
11045,ANTH,9999,10,Non-Topical Research
11046,ANTH,9999,11,Non-Topical Research
11317,ANTH,9999,14,Non-Topical Research
11318,ANTH,9999,15,Non-Topical Research
11319,ANTH,9999,16,Non-Topical Research
11320,ANTH,9999,18,Non-Topical Research
11321,ANTH,9999,20,Non-Topical Research
11322,ANTH,9999,21,Non-Topical Research
11324,ANTH,9999,22,Non-Topical Research
11835,ANTH,9999,23,Non-Topical Research
12299,ANTH,9999,26,Non-Topical Research
13245,ANTH,9999,27,Non-Topical Research
16322,APMA,1090,1,Single Variable Calculus I
18640,APMA,1090,2,Single Variable Calculus I
15821,APMA,1110,1,Single Variable Calculus II
15822,APMA,1110,2,Single Variable Calculus II
15818,APMA,1110,3,Single Variable Calculus II
15819,APMA,1110,4,Single Variable Calculus II
15820,APMA,1110,5,Single Variable Calculus II
17343,APMA,1110,6,Single Variable Calculus II
15826,APMA,2120,1,Multivariable Calculus
15824,APMA,2120,2,Multivariable Calculus
16609,APMA,2120,3,Multivariable Calculus
15823,APMA,2120,4,Multivariable Calculus
15825,APMA,2120,5,Multivariable Calculus
16584,APMA,2120,6,Multivariable Calculus
15829,APMA,2130,1,Ordinary Differential Equations
15828,APMA,2130,2,Ordinary Differential Equations
15830,APMA,2130,3,Ordinary Differential Equations
15827,APMA,2130,4,Ordinary Differential Equations
16008,APMA,2130,5,Ordinary Differential Equations
16666,APMA,2130,6,Ordinary Differential Equations
16809,APMA,2130,7,Ordinary Differential Equations
17251,APMA,2131,1,Systems of Ordinary Differential Equations
17247,APMA,2511,1,Advanced Topics in Applied Mathematics
21644,APMA,2551,1,Special Topics in APMA for Clark Scholars
15831,APMA,3080,1,Linear Algebra
15832,APMA,3080,2,Linear Algebra
15833,APMA,3080,3,Linear Algebra
16803,APMA,3080,4,Linear Algebra
20629,APMA,3080,5,Linear Algebra
15836,APMA,3100,1,Probability
15834,APMA,3100,2,Probability
15835,APMA,3100,3,Probability
20630,APMA,3100,4,Probability
15838,APMA,3110,1,Applied Statistics and Probability
15837,APMA,3110,2,Applied Statistics and Probability
15839,APMA,3110,3,Applied Statistics and Probability
16752,APMA,3110,5,Applied Statistics and Probability
15840,APMA,3120,1,Statistics
15841,APMA,3120,2,Statistics
20537,APMA,3120,3,Statistics
15842,APMA,3140,1,Applied Partial Differential Equations
16931,APMA,3150,1,From Data to Knowledge
17256,APMA,3501,1,Special Topics in Applied Mathematics
15843,APMA,6410,1,Engineering Mathematics I
17260,APMA,6430,700,Statistics for Engineers and Scientists
17257,APMA,6548,2,Special Topics in Applied Mathematics
16657,APMA,8897,1,Graduate Teaching Instruction
16913,APMA,8897,2,Graduate Teaching Instruction
22042,APMA,8897,3,Graduate Teaching Instruction
22312,APMA,8897,4,Graduate Teaching Instruction
15845,APMA,9897,1,Graduate Teaching Instruction
17409,APMA,9897,2,Graduate Teaching Instruction
17410,APMA,9897,3,Graduate Teaching Instruction
22038,APMA,9897,4,Graduate Teaching Instruction
22040,APMA,9897,5,Graduate Teaching Instruction
22041,APMA,9897,6,Graduate Teaching Instruction
22142,APMA,9897,7,Graduate Teaching Instruction
22225,APMA,9897,8,Graduate Teaching Instruction
10019,ARAB,1010,1,Elementary Arabic
11945,ARAB,1010,2,Elementary Arabic
10020,ARAB,1010,3,Elementary Arabic
10021,ARAB,1010,4,Elementary Arabic
12259,ARAB,1010,5,Elementary Arabic
10023,ARAB,2010,1,Intermediate Arabic
10022,ARAB,2010,2,Intermediate Arabic
11159,ARAB,2010,3,Intermediate Arabic
21795,ARAB,2010,4,Intermediate Arabic
10952,ARAB,2250,1,Conversational Arabic
10024,ARAB,3010,1,Advanced Arabic I
10880,ARAB,3010,2,Advanced Arabic I
10025,ARAB,3019,1,Language House Conversation
21792,ARAB,3230,1,Arabic Conversation and Composition
20253,ARAB,3810,1,Modern Arabic Fiction
11654,ARAB,4010,1,Advanced Arabic III
10026,ARAB,4993,1,Independent Study in Arabic
22362,ARAB,5410,1,Advanced Arabic III
20254,ARAB,5810,1,Modern Arabic Fiction
12264,ARAD,3100,1,Principles and Practices of Arts Administration
13105,ARAD,4500,1,Introduction to Design Thinking
12073,ARAH,8051,100,Theory and Interpretation in the Visual Arts
20207,ARAH,8051,101,Theory and Interpretation in the Visual Arts
22273,ARAH,8695,1,Special Reading Problems
13854,ARAH,8695,5,Special Reading Problems
13855,ARAH,8695,6,Special Reading Problems
13856,ARAH,8695,8,Special Reading Problems
13857,ARAH,8695,10,Special Reading Problems
10027,ARAH,8998,1,"Non-Topical Rsch, Masters Prep"
11440,ARAH,8998,2,"Non-Topical Rsch, Masters Prep"
11460,ARAH,8998,3,"Non-Topical Rsch, Masters Prep"
11461,ARAH,8998,4,"Non-Topical Rsch, Masters Prep"
11462,ARAH,8998,6,"Non-Topical Rsch, Masters Prep"
11463,ARAH,8998,7,"Non-Topical Rsch, Masters Prep"
11464,ARAH,8998,8,"Non-Topical Rsch, Masters Prep"
11465,ARAH,8998,9,"Non-Topical Rsch, Masters Prep"
11765,ARAH,8998,11,"Non-Topical Rsch, Masters Prep"
11766,ARAH,8998,12,"Non-Topical Rsch, Masters Prep"
11768,ARAH,8998,16,"Non-Topical Rsch, Masters Prep"
11769,ARAH,8998,17,"Non-Topical Rsch, Masters Prep"
11770,ARAH,8998,18,"Non-Topical Rsch, Masters Prep"
11772,ARAH,8998,20,"Non-Topical Rsch, Masters Prep"
11773,ARAH,8998,22,"Non-Topical Rsch, Masters Prep"
11774,ARAH,8998,23,"Non-Topical Rsch, Masters Prep"
10028,ARAH,8999,1,"Non-Topical Research, Masters"
11439,ARAH,8999,2,"Non-Topical Research, Masters"
11466,ARAH,8999,3,"Non-Topical Research, Masters"
11467,ARAH,8999,4,"Non-Topical Research, Masters"
11468,ARAH,8999,6,"Non-Topical Research, Masters"
11469,ARAH,8999,7,"Non-Topical Research, Masters"
11470,ARAH,8999,8,"Non-Topical Research, Masters"
11776,ARAH,8999,9,"Non-Topical Research, Masters"
11777,ARAH,8999,11,"Non-Topical Research, Masters"
11778,ARAH,8999,12,"Non-Topical Research, Masters"
11780,ARAH,8999,16,"Non-Topical Research, Masters"
11781,ARAH,8999,17,"Non-Topical Research, Masters"
11782,ARAH,8999,18,"Non-Topical Research, Masters"
11784,ARAH,8999,20,"Non-Topical Research, Masters"
11785,ARAH,8999,22,"Non-Topical Research, Masters"
11786,ARAH,8999,23,"Non-Topical Research, Masters"
11971,ARAH,8999,25,"Non-Topical Research, Masters"
13580,ARAH,9515,1,Seminar in Medieval Art
19272,ARAH,9545,1,Seminar in 20th/21st Century Art
19273,ARAH,9585,1,"Seminar in the Art of East, South, and Southeast Asia"
22373,ARAH,9995,1,Supervised Research
11788,ARAH,9995,2,Supervised Research
22382,ARAH,9995,3,Supervised Research
22403,ARAH,9995,4,Supervised Research
11019,ARAH,9998,3,"Non-Topical Rsch,Doctoral Prep"
11020,ARAH,9998,4,"Non-Topical Rsch,Doctoral Prep"
11471,ARAH,9998,6,"Non-Topical Rsch,Doctoral Prep"
11472,ARAH,9998,7,"Non-Topical Rsch,Doctoral Prep"
11473,ARAH,9998,9,"Non-Topical Rsch,Doctoral Prep"
11474,ARAH,9998,10,"Non-Topical Rsch,Doctoral Prep"
11475,ARAH,9998,11,"Non-Topical Rsch,Doctoral Prep"
11790,ARAH,9998,13,"Non-Topical Rsch,Doctoral Prep"
11791,ARAH,9998,14,"Non-Topical Rsch,Doctoral Prep"
11792,ARAH,9998,17,"Non-Topical Rsch,Doctoral Prep"
11793,ARAH,9998,18,"Non-Topical Rsch,Doctoral Prep"
11794,ARAH,9998,19,"Non-Topical Rsch,Doctoral Prep"
11796,ARAH,9998,21,"Non-Topical Rsch,Doctoral Prep"
11797,ARAH,9998,23,"Non-Topical Rsch,Doctoral Prep"
11798,ARAH,9998,24,"Non-Topical Rsch,Doctoral Prep"
11972,ARAH,9998,25,"Non-Topical Rsch,Doctoral Prep"
13938,ARAH,9998,26,"Non-Topical Rsch,Doctoral Prep"
22033,ARAH,9998,27,"Non-Topical Rsch,Doctoral Prep"
10030,ARAH,9999,1,"Non-Topical Research, Doctoral"
21844,ARAH,9999,2,"Non-Topical Research, Doctoral"
11021,ARAH,9999,3,"Non-Topical Research, Doctoral"
11022,ARAH,9999,4,"Non-Topical Research, Doctoral"
22026,ARAH,9999,5,"Non-Topical Research, Doctoral"
11024,ARAH,9999,8,"Non-Topical Research, Doctoral"
11025,ARAH,9999,9,"Non-Topical Research, Doctoral"
11026,ARAH,9999,10,"Non-Topical Research, Doctoral"
11027,ARAH,9999,11,"Non-Topical Research, Doctoral"
11029,ARAH,9999,13,"Non-Topical Research, Doctoral"
11030,ARAH,9999,15,"Non-Topical Research, Doctoral"
11031,ARAH,9999,16,"Non-Topical Research, Doctoral"
11476,ARAH,9999,20,"Non-Topical Research, Doctoral"
11477,ARAH,9999,21,"Non-Topical Research, Doctoral"
11478,ARAH,9999,23,"Non-Topical Research, Doctoral"
11479,ARAH,9999,24,"Non-Topical Research, Doctoral"
11480,ARAH,9999,25,"Non-Topical Research, Doctoral"
22034,ARAH,9999,26,"Non-Topical Research, Doctoral"
14913,ARCH,1010,100,Lessons of the Lawn
14914,ARCH,1010,101,Lessons of the Lawn
14915,ARCH,1010,102,Lessons of the Lawn
14916,ARCH,1010,103,Lessons of the Lawn
14917,ARCH,1010,104,Lessons of the Lawn
14918,ARCH,1010,105,Lessons of the Lawn
14919,ARCH,1010,106,Lessons of the Lawn
14920,ARCH,1010,107,Lessons of the Lawn
14921,ARCH,1010,108,Lessons of the Lawn
14922,ARCH,1010,109,Lessons of the Lawn
14923,ARCH,1010,110,Lessons of the Lawn
14924,ARCH,1010,111,Lessons of the Lawn
14939,ARCH,1010,112,Lessons of the Lawn
14829,ARCH,1020,100,Lessons in Making
14830,ARCH,1020,101,Lessons in Making
14831,ARCH,1020,102,Lessons in Making
14832,ARCH,1020,103,Lessons in Making
14833,ARCH,1020,104,Lessons in Making
14835,ARCH,1020,106,Lessons in Making
14836,ARCH,1020,107,Lessons in Making
14837,ARCH,1020,108,Lessons in Making
14838,ARCH,1020,109,Lessons in Making
14823,ARCH,2010,100,Foundation Studio II
14824,ARCH,2010,101,Foundation Studio II
14825,ARCH,2010,102,Foundation Studio II
14826,ARCH,2010,103,Foundation Studio II
14827,ARCH,2010,104,Foundation Studio II
14828,ARCH,2010,105,Foundation Studio II
17809,ARCH,2150,1,Global Sustainability
14741,ARCH,2710,100,CAAD 3D Geometrical Modeling and Visualization
14742,ARCH,2710,101,CAAD 3D Geometrical Modeling and Visualization
14743,ARCH,2710,102,CAAD 3D Geometrical Modeling and Visualization
14744,ARCH,2710,103,CAAD 3D Geometrical Modeling and Visualization
14645,ARCH,3010,1,Research Studio I
14673,ARCH,3010,2,Research Studio I
14674,ARCH,3010,3,Research Studio I
14675,ARCH,3010,4,Research Studio I
21830,ARCH,3010,5,Research Studio I
20252,ARCH,3070,1,Foundations in Design Practices
21806,ARCH,3120,2,20th Century History of Ideas
20581,ARCH,3240,1,Introduction to Structural Design
20582,ARCH,3240,101,Introduction to Structural Design
14847,ARCH,3270,100,Intro Parametric Structural Design
14849,ARCH,3270,101,Intro Parametric Structural Design
14850,ARCH,3270,102,Intro Parametric Structural Design
14843,ARCH,3271,1,Breaking BIM
14676,ARCH,4010,1,Research Studio II
14677,ARCH,4010,2,Research Studio II
14678,ARCH,4010,3,Research Studio II
14679,ARCH,4010,4,Research Studio II
14680,ARCH,4010,5,Research Studio II
14702,ARCH,4010,6,Research Studio II
14722,ARCH,4010,8,Research Studio II
14723,ARCH,4010,9,Research Studio II
22206,ARCH,4010,10,Research Studio II
22228,ARCH,4010,11,Research Studio II
14774,ARCH,4011,1,Design Thinking Studio III
14798,ARCH,4011,2,Design Thinking Studio III
14799,ARCH,4011,3,Design Thinking Studio III
14925,ARCH,4100,1,Design Research Seminar
14656,ARCH,4820,1,Teaching Experience
14789,ARCH,4820,3,Teaching Experience
14872,ARCH,4820,9,Teaching Experience
14874,ARCH,4820,10,Teaching Experience
14705,ARCH,4993,1,Independent Study
14811,ARCH,4993,3,Independent Study
21207,ARCH,4993,9,Independent Study
21791,ARCH,5130,1,Paper Matters
17810,ARCH,5150,1,Global Sustainability
14928,ARCH,5342,1,Introduction to Parametric Energy Design
14657,ARCH,5420,1,Digital Animation & Storytelling
19412,ARCH,5423,1,Design Revolution 2.0_grasshopper spatial practice
19557,ARCH,5500,1,Special Topics in Architecture
19559,ARCH,5500,2,Special Topics in Architecture
21909,ARCH,5500,3,Special Topics in Architecture
19413,ARCH,5713,1,DRAWING: Site Reading
14658,ARCH,5750,1,Drawing and Composition
14647,ARCH,5993,1,Independent Study
14761,ARCH,5993,5,Independent Study
14762,ARCH,5993,6,Independent Study
22413,ARCH,5993,12,Independent Study
14665,ARCH,6010,1,Foundation Studio I
14700,ARCH,6231,1,Building Workshop I
14848,ARCH,6270,100,Parametric Structural Design
14852,ARCH,6270,101,Parametric Structural Design
19683,ARCH,6270,102,Parametric Structural Design
18657,ARCH,7010,1,Foundation Studio III
21831,ARCH,7010,2,Foundation Studio III
21832,ARCH,7010,3,Foundation Studio III
21833,ARCH,7010,4,Foundation Studio III
19587,ARCH,7120,1,20th Century History of Ideas
19566,ARCH,7240,100,Introduction to Structural Design
19699,ARCH,7240,101,Introduction to Structural Design
18513,ARCH,7250,1,Environmental Systems
14844,ARCH,7271,1,Adv. Breaking BIM
14711,ARCH,7993,3,Independent Study
14659,ARCH,8800,1,Teaching Experience
14683,ARCH,8800,3,Teaching Experience
14684,ARCH,8800,4,Teaching Experience
14779,ARCH,8800,8,Teaching Experience
14806,ARCH,8800,11,Teaching Experience
14892,ARCH,8800,14,Teaching Experience
22193,ARCH,8800,17,Teaching Experience
14730,ARCH,8801,1,Research Experience
14991,ARCH,8801,4,Research Experience
22405,ARCH,8801,5,Research Experience
14650,ARCH,8999,1,"Non-Topical Research, Masters"
22035,ARCY,3993,1,Independent Study
14293,ARCY,4998,2,Undergraduate Thesis Research
14294,ARCY,4998,3,Undergraduate Thesis Research
20877,ARCY,4998,4,Undergraduate Thesis Research
20906,ARCY,4998,5,Undergraduate Thesis Research
21226,ARCY,4998,6,Undergraduate Thesis Research
14629,ARH,1010,100,History of  Architecture I
14635,ARH,1010,101,History of  Architecture I
14630,ARH,1010,102,History of  Architecture I
14633,ARH,1010,103,History of  Architecture I
14634,ARH,1010,104,History of  Architecture I
14631,ARH,1010,105,History of  Architecture I
14632,ARH,1010,106,History of  Architecture I
14636,ARH,1010,107,History of  Architecture I
14638,ARH,1010,108,History of  Architecture I
